Duration,Protocol,Service,Flag,Scr_bytes,Dts_bytes,Time,Source,Destination,Length,Info
0,1,0,0,571,0,1458.480258,8.8.4.4,10.10.10.10,571,Protected Payload (KP0)
0,1,0,0,0,77,1458.480655,10.10.10.10,8.8.4.4,77,"Protected Payload (KP0), DCID=f2ee8c1a0b1bd307"
0,1,0,0,64,0,1458.480838,8.8.4.4,10.10.10.10,64,Protected Payload (KP0)
0,1,0,0,550,0,1458.481085,8.8.4.4,10.10.10.10,550,Protected Payload (KP0)
0,1,0,0,64,0,1458.481252,8.8.4.4,10.10.10.10,64,Protected Payload (KP0)
0,1,0,0,0,77,1458.481651,10.10.10.10,8.8.4.4,77,"Protected Payload (KP0), DCID=f2ee8c1a0b1bd307"
0,1,0,0,0,1292,1458.482563,10.10.10.10,104.93.21.146,1292,"Initial, DCID=000e29201546fb6a, PKN: 1, PING, PADDING, PING, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, PING, PADDING, CRYPTO"
0,1,0,0,0,1292,1458.484204,10.10.10.10,104.93.21.139,1292,"Initial, DCID=f306af50cc59d5a7, PKN: 1, PADDING, PING, PING, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO"
0,1,0,0,65,0,1458.498679,8.8.4.4,10.10.10.10,65,Protected Payload (KP0)
0,1,0,0,0,74,1458.521471,10.10.10.10,8.8.4.4,74,"Protected Payload (KP0), DCID=f2ee8c1a0b1bd307"
0,0,0,0,60,0,1458.532622,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=46492 Win=4194816 Len=0
0,0,0,0,60,0,1458.532622,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=49316 Win=4194816 Len=0
0,0,0,0,60,0,1458.532622,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=53552 Win=4194816 Len=0
0,0,0,0,60,0,1458.532622,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=57788 Win=4194816 Len=0
0,0,0,0,0,1466,1458.532825,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=100148 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.532825,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=101560 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.532825,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=102972 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.532825,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=104384 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.53303,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=105796 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.53303,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=107208 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.53303,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=108620 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.53303,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=110032 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.533193,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=111444 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.533193,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=112856 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.533193,10.10.10.10,52.239.175.4,1466,Application Data
0,0,0,0,0,1466,1458.533193,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=115680 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.533193,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=117092 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.533193,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=118504 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.533387,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=119916 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.533387,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=121328 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.533387,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=122740 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.533387,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=124152 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.533387,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=125564 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.533387,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=126976 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,60,0,1458.537662,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=60612 Win=4194816 Len=0
0,0,0,0,60,0,1458.537662,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=64848 Win=4194816 Len=0
0,0,0,0,60,0,1458.537662,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=67672 Win=4194816 Len=0
0,0,0,0,60,0,1458.537662,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=69084 Win=4194816 Len=0
0,0,0,0,60,0,1458.537662,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=71908 Win=4194816 Len=0
0,0,0,0,60,0,1458.537662,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=74732 Win=4194816 Len=0
0,0,0,0,60,0,1458.537662,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=78968 Win=4194816 Len=0
0,0,0,0,0,1466,1458.53786,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=128388 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1458.53786,10.10.10.10,52.239.175.4,1466,Application Data
0,0,0,0,0,1466,1458.53786,10.10.10.10,52.239.175.4,1466,55130  >  443 [ACK] Seq=131212 Ack=7731 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,904,1458.53786,10.10.10.10,52.239.175.4,904,"Application Data, Application Data"
0,0,0,0,60,0,1458.53825,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=80380 Win=4194816 Len=0
0,1,0,0,1292,0,1458.539409,104.93.21.146,10.10.10.10,1292,"Initial, SCID=0162d706c1404f28, PKN: 1, ACK, CRYPTO, PADDING"
0,1,0,0,290,0,1458.539582,104.93.21.146,10.10.10.10,290,"Handshake, SCID=0162d706c1404f28"
0,1,0,0,0,1292,1458.546782,10.10.10.10,104.93.21.146,1292,"Handshake, DCID=0162d706c1404f28"
0,1,0,0,0,131,1458.5472,10.10.10.10,104.93.21.146,131,"Handshake, DCID=0162d706c1404f28"
0,1,0,0,0,116,1458.547487,10.10.10.10,104.93.21.146,116,"Protected Payload (KP0), DCID=0162d706c1404f28"
0,1,0,0,0,1292,1458.547977,10.10.10.10,104.93.21.146,1292,"Protected Payload (KP0), DCID=0162d706c1404f28"
0,1,0,0,0,1292,1458.548111,10.10.10.10,104.93.21.146,1292,"Protected Payload (KP0), DCID=0162d706c1404f28"
0,1,0,0,0,480,1458.548221,10.10.10.10,104.93.21.146,480,"Protected Payload (KP0), DCID=0162d706c1404f28"
0,0,0,0,60,0,1458.554966,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=83204 Win=4194816 Len=0
0,0,0,0,60,0,1458.554966,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=86028 Win=4194816 Len=0
0,0,0,0,60,0,1458.554966,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=88852 Win=4194816 Len=0
0,0,0,0,60,0,1458.554966,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=93088 Win=4194816 Len=0
0,0,0,0,60,0,1458.554966,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=97324 Win=4194816 Len=0
0,0,0,0,60,0,1458.554966,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=100148 Win=4194816 Len=0
0,1,0,0,1292,0,1458.566611,104.93.21.139,10.10.10.10,1292,"Initial, SCID=014e0a4a86414f28, PKN: 1, ACK, CRYPTO, PADDING"
0,1,0,0,291,0,1458.567084,104.93.21.139,10.10.10.10,291,"Handshake, SCID=014e0a4a86414f28"
0,0,0,0,0,66,1458.568588,10.10.10.10,104.93.21.139,66,55132  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
0,1,0,0,0,1292,1458.568648,10.10.10.10,104.93.21.139,1292,"Initial, DCID=014e0a4a86414f28, PKN: 2, ACK, PADDING"
0,1,0,0,0,82,1458.568851,10.10.10.10,104.93.21.139,82,"Handshake, DCID=014e0a4a86414f28"
0,1,0,0,0,131,1458.573882,10.10.10.10,104.93.21.139,131,"Handshake, DCID=014e0a4a86414f28"
0,1,0,0,0,110,1458.574213,10.10.10.10,104.93.21.139,110,"Protected Payload (KP0), DCID=014e0a4a86414f28"
0,1,0,0,0,1292,1458.574707,10.10.10.10,104.93.21.139,1292,"Protected Payload (KP0), DCID=014e0a4a86414f28"
0,1,0,0,0,1292,1458.574835,10.10.10.10,104.93.21.139,1292,"Protected Payload (KP0), DCID=014e0a4a86414f28"
0,1,0,0,0,171,1458.574929,10.10.10.10,104.93.21.139,171,"Protected Payload (KP0), DCID=014e0a4a86414f28"
0,1,0,0,329,0,1458.622846,104.93.21.146,10.10.10.10,329,Protected Payload (KP0)
0,1,0,0,104,0,1458.623913,104.93.21.146,10.10.10.10,104,Protected Payload (KP0)
0,1,0,0,63,0,1458.624165,104.93.21.146,10.10.10.10,63,Protected Payload (KP0)
0,1,0,0,329,0,1458.624507,104.93.21.139,10.10.10.10,329,Protected Payload (KP0)
0,1,0,0,106,0,1458.624507,104.93.21.139,10.10.10.10,106,Protected Payload (KP0)
0,1,0,0,63,0,1458.624507,104.93.21.139,10.10.10.10,63,Protected Payload (KP0)
0,1,0,0,0,73,1458.624664,10.10.10.10,104.93.21.146,73,"Protected Payload (KP0), DCID=0162d706c1404f28"
0,1,0,0,0,73,1458.625207,10.10.10.10,104.93.21.139,73,"Protected Payload (KP0), DCID=014e0a4a86414f28"
0,0,0,0,60,0,1458.631609,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=102972 Win=4194816 Len=0
0,0,0,0,60,0,1458.631609,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=105796 Win=4194816 Len=0
0,1,0,0,66,0,1458.633933,104.93.21.139,10.10.10.10,66,Protected Payload (KP0)
0,0,0,0,60,0,1458.635028,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=108620 Win=4194816 Len=0
0,1,0,0,66,0,1458.635028,104.93.21.139,10.10.10.10,66,Protected Payload (KP0)
0,0,0,0,60,0,1458.635028,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=111444 Win=4194816 Len=0
0,0,0,0,60,0,1458.635028,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=114268 Win=4194816 Len=0
0,0,0,0,66,0,1458.635028,104.93.21.139,10.10.10.10,66,"443  >  55132 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1412 SACK_PERM WS=128"
0,0,0,0,60,0,1458.635028,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=117092 Win=4194816 Len=0
0,0,0,0,60,0,1458.635028,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=122740 Win=4194816 Len=0
0,0,0,0,0,54,1458.635435,10.10.10.10,104.93.21.139,54,55132  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0
0,0,0,0,0,962,1458.637937,10.10.10.10,104.93.21.139,962,Client Hello (SNI=copilot.microsoft.com)
0,0,0,0,0,66,1458.638101,10.10.10.10,104.93.21.139,66,55133  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
0,1,0,0,0,74,1458.66254,10.10.10.10,104.93.21.146,74,"Protected Payload (KP0), DCID=0162d706c1404f28"
0,1,0,0,0,74,1458.662846,10.10.10.10,104.93.21.139,74,"Protected Payload (KP0), DCID=014e0a4a86414f28"
0,0,0,0,60,0,1458.66923,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=125564 Win=4194816 Len=0
0,0,0,0,60,0,1458.66923,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=129800 Win=4194816 Len=0
0,0,0,0,60,0,1458.66923,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=131212 Win=4194816 Len=0
0,0,0,0,60,0,1458.66923,52.239.175.4,10.10.10.10,60,443  >  55130 [ACK] Seq=7731 Ack=133474 Win=4194816 Len=0
0,1,0,0,1288,0,1458.675303,104.93.21.146,10.10.10.10,1288,Protected Payload (KP0)
0,1,0,0,521,0,1458.675303,104.93.21.146,10.10.10.10,521,Protected Payload (KP0)
0,1,0,0,88,0,1458.675739,104.93.21.146,10.10.10.10,88,Protected Payload (KP0)
0,1,0,0,63,0,1458.675739,104.93.21.146,10.10.10.10,63,Protected Payload (KP0)
0,1,0,0,0,77,1458.676458,10.10.10.10,104.93.21.146,77,"Protected Payload (KP0), DCID=0162d706c1404f28"
0,1,0,0,0,73,1458.676714,10.10.10.10,104.93.21.146,73,"Protected Payload (KP0), DCID=0162d706c1404f28"
0,0,0,0,403,0,1458.676813,52.239.175.4,10.10.10.10,403,Application Data
0,1,0,0,1288,0,1458.694196,104.93.21.139,10.10.10.10,1288,Protected Payload (KP0)
0,1,0,0,538,0,1458.694196,104.93.21.139,10.10.10.10,538,Protected Payload (KP0)
0,1,0,0,88,0,1458.694196,104.93.21.139,10.10.10.10,88,Protected Payload (KP0)
0,1,0,0,63,0,1458.694196,104.93.21.139,10.10.10.10,63,Protected Payload (KP0)
0,1,0,0,0,77,1458.69527,10.10.10.10,104.93.21.139,77,"Protected Payload (KP0), DCID=014e0a4a86414f28"
0,1,0,0,0,73,1458.695484,10.10.10.10,104.93.21.139,73,"Protected Payload (KP0), DCID=014e0a4a86414f28"
0,0,0,0,66,0,1458.706246,104.93.21.139,10.10.10.10,66,"443  >  55133 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1412 SACK_PERM WS=128"
0,0,0,0,60,0,1458.706246,104.93.21.139,10.10.10.10,60,443  >  55132 [ACK] Seq=1 Ack=909 Win=64128 Len=0
0,0,0,0,318,0,1458.706246,104.93.21.139,10.10.10.10,318,"Server Hello, Change Cipher Spec, Application Data, Application Data"
0,0,0,0,0,54,1458.70656,10.10.10.10,104.93.21.139,54,55133  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0
0,0,0,0,0,332,1458.710357,10.10.10.10,104.93.21.139,332,Client Hello (SNI=copilot.microsoft.com)
0,0,0,0,0,54,1458.725008,10.10.10.10,52.239.175.4,54,55130  >  443 [ACK] Seq=133474 Ack=8080 Win=130816 Len=0
0,1,0,0,66,0,1458.750838,104.93.21.146,10.10.10.10,66,Protected Payload (KP0)
0,0,0,0,0,54,1458.756328,10.10.10.10,104.93.21.139,54,55132  >  443 [ACK] Seq=909 Ack=265 Win=130816 Len=0
0,0,0,0,60,0,1458.802158,104.93.21.139,10.10.10.10,60,443  >  55133 [ACK] Seq=1 Ack=279 Win=64128 Len=0
0,0,0,0,1466,0,1458.802158,104.93.21.139,10.10.10.10,1466,"Server Hello, Change Cipher Spec, Application Data"
0,0,0,0,1466,0,1458.802158,104.93.21.139,10.10.10.10,1466,"443  >  55133 [PSH, ACK] Seq=1413 Ack=279 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
0,0,0,0,0,54,1458.802743,10.10.10.10,104.93.21.139,54,55133  >  443 [ACK] Seq=279 Ack=2825 Win=131072 Len=0
0,0,0,0,1018,0,1458.80286,104.93.21.139,10.10.10.10,1018,"Application Data, Application Data, Application Data"
0,1,0,0,66,0,1458.812336,104.93.21.139,10.10.10.10,66,Protected Payload (KP0)
0,0,0,0,0,54,1458.815236,10.10.10.10,104.93.21.139,54,"55133  >  443 [FIN, ACK] Seq=279 Ack=3789 Win=130304 Len=0"
0,0,0,0,0,134,1458.823001,10.10.10.10,104.93.21.139,134,"Change Cipher Spec, Application Data"
0,0,0,0,341,0,1458.886453,104.93.21.139,10.10.10.10,341,Application Data
0,0,0,0,78,0,1458.907327,104.93.21.139,10.10.10.10,78,Application Data
0,0,0,0,60,0,1458.907327,104.93.21.139,10.10.10.10,60,"443  >  55133 [FIN, ACK] Seq=3813 Ack=280 Win=64128 Len=0"
0,0,0,0,0,54,1458.907718,10.10.10.10,104.93.21.139,54,"55133  >  443 [RST, ACK] Seq=280 Ack=3813 Win=0 Len=0"
1,0,0,0,0,54,1458.929086,10.10.10.10,104.93.21.139,54,55132  >  443 [ACK] Seq=989 Ack=552 Win=130560 Len=0
0,0,0,0,334,0,1459.743824,31.13.89.53,10.10.10.10,334,Application Data
0,0,0,0,0,54,1459.791462,10.10.10.10,31.13.89.53,54,54790  >  443 [ACK] Seq=11344 Ack=30759 Win=259 Len=0
0,0,0,0,0,127,1459.833809,10.10.10.10,31.13.89.53,127,Application Data
1,0,0,0,60,0,1459.850377,31.13.89.53,10.10.10.10,60,443  >  54790 [ACK] Seq=30759 Ack=11417 Win=368 Len=0
0,1,0,0,0,70,1460.809086,10.10.10.10,9.9.9.9,70,Standard query 0xce9e A dns.google
0,1,0,0,0,70,1460.827462,10.10.10.10,8.8.8.8,70,Standard query 0xce9e A dns.google
0,1,0,0,102,0,1460.869125,9.9.9.9,10.10.10.10,102,Standard query response 0xce9e A dns.google A 8.8.4.4 A 8.8.8.8
0,1,0,0,0,118,1460.871904,10.10.10.10,8.8.4.4,118,"0-RTT, DCID=0a8f5f0544d9c31c"
0,1,0,0,0,1292,1460.871909,10.10.10.10,8.8.4.4,1292,"Initial, DCID=0a8f5f0544d9c31c, PKN: 1, PADDING, PING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, PING, PADDING, PING"
0,1,0,0,0,288,1460.872375,10.10.10.10,8.8.4.4,288,"0-RTT, DCID=0a8f5f0544d9c31c"
0,1,0,0,102,0,1460.877471,8.8.8.8,10.10.10.10,102,Standard query response 0xce9e A dns.google A 8.8.4.4 A 8.8.8.8
0,3,0,0,367,0,1460.899649,RuckusWirele_0a:34:c0,Broadcast,367,Ethernet II
0,1,0,0,387,0,1460.909837,10.10.10.251,10.10.10.255,387,36075  >  60000 Len=345
0,1,0,0,1292,0,1460.929266,8.8.4.4,10.10.10.10,1292,"Initial, SCID=ea8f5f0544d9c31c, PKN: 1, ACK, PADDING"
0,1,0,0,1292,0,1460.929266,8.8.4.4,10.10.10.10,1292,"Handshake, SCID=ea8f5f0544d9c31c"
0,1,0,0,853,0,1460.929266,8.8.4.4,10.10.10.10,853,Protected Payload (KP0)
0,1,0,0,187,0,1460.929266,8.8.4.4,10.10.10.10,187,Protected Payload (KP0)
0,1,0,0,66,0,1460.929266,8.8.4.4,10.10.10.10,66,Protected Payload (KP0)
0,1,0,0,550,0,1460.929554,8.8.4.4,10.10.10.10,550,Protected Payload (KP0)
0,1,0,0,64,0,1460.929554,8.8.4.4,10.10.10.10,64,Protected Payload (KP0)
0,1,0,0,0,121,1460.9308,10.10.10.10,8.8.4.4,121,"Handshake, DCID=ea8f5f0544d9c31c"
0,1,0,0,0,75,1460.931088,10.10.10.10,8.8.4.4,75,"Protected Payload (KP0), DCID=ea8f5f0544d9c31c"
0,1,0,0,0,75,1460.931365,10.10.10.10,8.8.4.4,75,"Protected Payload (KP0), DCID=ea8f5f0544d9c31c"
0,1,0,0,0,75,1460.968122,10.10.10.10,8.8.4.4,75,"Protected Payload (KP0), DCID=ea8f5f0544d9c31c"
0,1,0,0,162,0,1460.971855,8.8.4.4,10.10.10.10,162,Protected Payload (KP0)
0,1,0,0,255,0,1460.972032,8.8.4.4,10.10.10.10,255,Protected Payload (KP0)
0,1,0,0,0,77,1460.972484,10.10.10.10,8.8.4.4,77,"Protected Payload (KP0), DCID=ea8f5f0544d9c31c"
0,0,0,0,0,66,1460.973507,10.10.10.10,52.113.194.132,66,55134  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
0,1,0,0,67,0,1460.995106,8.8.4.4,10.10.10.10,67,Protected Payload (KP0)
0,0,0,0,66,0,1461.012658,52.113.194.132,10.10.10.10,66,"443  >  55134 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM"
0,0,0,0,0,54,1461.012953,10.10.10.10,52.113.194.132,54,55134  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0
0,0,0,0,0,654,1461.014515,10.10.10.10,52.113.194.132,654,Client Hello (SNI=config.teams.microsoft.com)
0,0,0,0,60,0,1461.055852,52.113.194.132,10.10.10.10,60,443  >  55134 [ACK] Seq=1 Ack=601 Win=4194304 Len=0
0,0,0,0,1466,0,1461.056802,52.113.194.132,10.10.10.10,1466,443  >  55134 [ACK] Seq=1 Ack=601 Win=4194304 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,1466,0,1461.056802,52.113.194.132,10.10.10.10,1466,443  >  55134 [ACK] Seq=1413 Ack=601 Win=4194304 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,1466,0,1461.056802,52.113.194.132,10.10.10.10,1466,443  >  55134 [ACK] Seq=2825 Ack=601 Win=4194304 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,1466,0,1461.056802,52.113.194.132,10.10.10.10,1466,443  >  55134 [ACK] Seq=4237 Ack=601 Win=4194304 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,348,0,1461.056802,52.113.194.132,10.10.10.10,348,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
0,0,0,0,0,54,1461.05744,10.10.10.10,52.113.194.132,54,55134  >  443 [ACK] Seq=601 Ack=2825 Win=131072 Len=0
0,0,0,0,0,54,1461.057612,10.10.10.10,52.113.194.132,54,55134  >  443 [ACK] Seq=601 Ack=5649 Win=131072 Len=0
0,0,0,0,0,212,1461.069516,10.10.10.10,52.113.194.132,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
0,0,0,0,0,153,1461.070077,10.10.10.10,52.113.194.132,153,Application Data
0,0,0,0,0,775,1461.070483,10.10.10.10,52.113.194.132,775,Application Data
0,0,0,0,60,0,1461.149027,52.113.194.132,10.10.10.10,60,443  >  55134 [ACK] Seq=5943 Ack=759 Win=4194048 Len=0
0,0,0,0,60,0,1461.149027,52.113.194.132,10.10.10.10,60,443  >  55134 [ACK] Seq=5943 Ack=858 Win=4194048 Len=0
0,0,0,0,60,0,1461.149027,52.113.194.132,10.10.10.10,60,443  >  55134 [ACK] Seq=5943 Ack=1579 Win=4194816 Len=0
0,0,0,0,396,0,1461.149358,52.113.194.132,10.10.10.10,396,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
0,0,0,0,123,0,1461.149358,52.113.194.132,10.10.10.10,123,Application Data
0,0,0,0,0,54,1461.149604,10.10.10.10,52.113.194.132,54,55134  >  443 [ACK] Seq=1579 Ack=6354 Win=130560 Len=0
0,0,0,0,0,92,1461.149986,10.10.10.10,52.113.194.132,92,Application Data
0,1,0,0,0,251,1461.163051,10.10.10.10,8.8.4.4,251,"Protected Payload (KP0), DCID=ea8f5f0544d9c31c"
0,0,0,0,0,55,1461.188461,10.10.10.10,35.236.71.176,55,[TCP Keep-Alive] 54962  >  443 [ACK] Seq=1085 Ack=249 Win=512 Len=1
0,1,0,0,71,0,1461.238829,8.8.4.4,10.10.10.10,71,Protected Payload (KP0)
0,0,0,0,92,0,1461.253811,52.113.194.132,10.10.10.10,92,Application Data
0,0,0,0,60,0,1461.253811,52.113.194.132,10.10.10.10,60,443  >  55134 [ACK] Seq=6392 Ack=1617 Win=4194816 Len=0
0,1,0,0,618,0,1461.259108,8.8.4.4,10.10.10.10,618,Protected Payload (KP0)
0,1,0,0,64,0,1461.259108,8.8.4.4,10.10.10.10,64,Protected Payload (KP0)
0,1,0,0,0,77,1461.260009,10.10.10.10,8.8.4.4,77,"Protected Payload (KP0), DCID=ea8f5f0544d9c31c"
0,0,0,0,0,66,1461.261205,10.10.10.10,52.123.128.14,66,55135  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
0,0,0,0,66,0,1461.269835,35.236.71.176,10.10.10.10,66,[TCP Keep-Alive ACK] 443  >  54962 [ACK] Seq=249 Ack=1086 Win=249 Len=0 SLE=1085 SRE=1086
0,0,0,0,0,54,1461.298083,10.10.10.10,52.113.194.132,54,55134  >  443 [ACK] Seq=1617 Ack=6392 Win=130560 Len=0
0,1,0,0,0,75,1461.298192,10.10.10.10,8.8.4.4,75,"Protected Payload (KP0), DCID=ea8f5f0544d9c31c"
0,0,0,0,66,0,1461.30784,52.123.128.14,10.10.10.10,66,"443  >  55135 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM"
0,0,0,0,0,54,1461.308139,10.10.10.10,52.123.128.14,54,55135  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0
0,0,0,0,0,647,1461.310094,10.10.10.10,52.123.128.14,647,Client Hello (SNI=teams.microsoft.com)
0,1,0,0,66,0,1461.312223,8.8.4.4,10.10.10.10,66,Protected Payload (KP0)
0,3,0,0,0,216,1461.322893,10.10.10.10,10.10.10.255,216,"Dropbox LAN sync Discovery Protocol, JSON"
0,0,0,0,755,0,1461.344425,52.113.194.132,10.10.10.10,755,Application Data
0,0,0,0,60,0,1461.377238,52.123.128.14,10.10.10.10,60,443  >  55135 [ACK] Seq=1 Ack=594 Win=4194304 Len=0
0,0,0,0,208,0,1461.377238,52.123.128.14,10.10.10.10,208,"Server Hello, Change Cipher Spec, Encrypted Handshake Message"
0,0,0,0,0,105,1461.378333,10.10.10.10,52.123.128.14,105,"Change Cipher Spec, Encrypted Handshake Message"
0,0,0,0,0,153,1461.378614,10.10.10.10,52.123.128.14,153,Application Data
